year,type,country,lat,lon,deaths,search_key
2007,Storm,Taiwan (Province of China),23.76,121.02,18,taiwan (province of china) storm
2007,Storm,United States of America (the),47.09,-122.91,17,united states of america (the) storm
2007,Storm,Pakistan,25.26,67.9,242,pakistan storm
2007,Storm,Japan,31.69,130.9,5,japan storm
2007,Flood,Korea (the Democratic People's Republic of),38.53,126.61,610,korea (the democratic people's republic of) flood
2007,Flood,United States of America (the),32.84,-97.17,8,united states of america (the) flood
2007,Storm,Slovenia,46.26,14.03,6,slovenia storm
2007,Flood,Kenya,-3.61,38.69,4,kenya flood
2007,Flood,Kyrgyzstan,40.63,73.83,0,kyrgyzstan flood
2007,Flood,Sri Lanka,6.49,80.08,15,sri lanka flood
2007,Flood,Nicaragua,10.98,-85.44,10,nicaragua flood
2007,Flood,Nepal,27.78,84.08,214,nepal flood
2007,Flood,Pakistan,35.95,74.34,22,pakistan flood
2007,Flood,Philippines (the),8.796,124.833,11,philippines (the) flood
2007,Flood,Philippines (the),13.36,123.38,20,philippines (the) flood
2007,Flood,Rwanda,-1.68,29.42,20,rwanda flood
2007,Flood,Tajikistan,39.35,69.46,1,tajikistan flood
2007,Flood,Uganda,0.88,34.28,29,uganda flood
2007,Flood,Kenya,0.88,34.28,13,kenya flood
2007,Flood,Somalia,2.98,45.43,4,somalia flood
2007,Flood,Thailand,3.89,102.93,3,thailand flood
2007,Flood,Malawi,-16.81,35.24,0,malawi flood
2007,Flood,Romania,46.76,25.6,2,romania flood
2007,Flood,United States of America (the),42.23,-74.95,4,united states of america (the) flood
2007,Storm,Japan,38.57,125.83,4,japan storm
2007,Storm,Korea (the Republic of),34.78,126.59,20,korea (the republic of) storm
2007,Storm,Saint Lucia,14.64,-61.02,1,saint lucia storm
2007,Storm,Mexico,14.54,-61.02,9,mexico storm
2007,Storm,Mexico,14.62,-83.64,0,mexico storm
2007,Storm,Philippines (the),27,119.91,3,philippines (the) storm
2007,Storm,Philippines (the),38.57,125.83,2,philippines (the) storm
2007,Storm,Papua New Guinea,-9.03,149.22,172,papua new guinea storm
2007,Storm,Puerto Rico,18.93,-71.03,1,puerto rico storm
2007,Storm,Korea (the Democratic People's Republic of),38.57,125.83,0,korea (the democratic people's republic of) storm
2007,Storm,Viet Nam,17.07,106.9,96,viet nam storm
2007,Flood,Iran (Islamic Republic of),33.75,52.2,12,iran (islamic republic of) flood
2007,Earthquake,Japan,34.807,136.239,0,japan earthquake
2007,Flood,Kenya,-3.59,39.76,2,kenya flood
2007,Flood,Cambodia,13.28,105.88,2,cambodia flood
2007,Flood,Korea (the Republic of),33.4,126.72,3,korea (the republic of) flood
2007,Flood,Liberia,6.51,-10.58,1,liberia flood
2007,Earthquake,Saint Lucia,14.944,-61.274,0,saint lucia earthquake
2007,Flood,Sri Lanka,7.72,81.4,0,sri lanka flood
2007,Flood,Mexico,14.62,-83.64,0,mexico flood
2007,Flood,Myanmar,16.91,96.13,5,myanmar flood
2007,Flood,Myanmar,18.52,95.32,0,myanmar flood
2007,Flood,Mozambique,-20.78,31.24,0,mozambique flood
2007,Flood,Mozambique,-19.06,34.36,20,mozambique flood
2007,Flood,Mauritania,16.55,-11.32,2,mauritania flood
2007,Flood,Mauritania,15.47,-13.97,1,mauritania flood
2007,Earthquake,Martinique,14.944,-61.274,1,martinique earthquake
2007,Flood,Malawi,-19.06,34.36,0,malawi flood
2007,Flood,Malaysia,3.89,102.93,29,malaysia flood
2007,Flood,Nigeria,10.29,11.75,68,nigeria flood
2007,Flood,Nigeria,6.96,3.3,6,nigeria flood
2007,Flood,Pakistan,34.98,72.23,22,pakistan flood
2007,Flood,Pakistan,34.27,71.87,130,pakistan flood
2007,Flood,Panama,10.98,-85.44,2,panama flood
2007,Volcanic activity,Philippines (the),12.77,124.05,0,philippines (the) volcanic activity
2007,Storm,Philippines (the),17.57,121.76,8,philippines (the) storm
2007,Flood,Romania,45.82,27.24,7,romania flood
2007,Flood,Russian Federation (the),62.34,130.46,0,russian federation (the) flood
2007,Flood,Sudan (the),12.91,33.77,150,sudan (the) flood
2007,Flood,Senegal,15.47,-13.97,8,senegal flood
2007,Flood,El Salvador,10.98,-85.44,2,el salvador flood
2007,Flood,Somalia,11.82,51.02,21,somalia flood
2007,Flood,Chad,11.54,19.05,12,chad flood
2007,Flood,Chad,9.64,15.11,3,chad flood
2007,Flood,Thailand,17.21,100.34,0,thailand flood
2007,Flood,Thailand,16.82,102.48,10,thailand flood
2007,Flood,Thailand,9.72,99,2,thailand flood
2007,Flood,Tunisia,36.95,9.71,16,tunisia flood
2007,Flood,Turkey,39.4,43.8,13,turkey flood
2007,Flood,Turkey,41.74,26.62,1,turkey flood
2007,Storm,Taiwan (Province of China),27,119.91,0,taiwan (province of china) storm
2007,Flood,Uganda,0.35,32.59,4,uganda flood
2007,Flood,Uruguay,-32.77,-55.8,2,uruguay flood
2007,Flood,United States of America (the),30.24,-98.66,8,united states of america (the) flood
2007,Flood,United States of America (the),33.45,-97.3,10,united states of america (the) flood
2007,Flood,Viet Nam,15.3,108.44,55,viet nam flood
2007,Flood,Viet Nam,15.87,107.78,15,viet nam flood
2007,Flood,Viet Nam,16.32,107.36,83,viet nam flood
2007,Flood,Viet Nam,11.01,105.51,3,viet nam flood
2007,Flood,Yemen,15.08,45.73,50,yemen flood
2008,Storm,Philippines (the),13.16,122.6,644,philippines (the) storm
2008,Storm,Taiwan (Province of China),22.94,120.79,26,taiwan (province of china) storm
2008,Storm,Viet Nam,22.05,105.21,162,viet nam storm
2008,Storm,Viet Nam,21.9,104.59,46,viet nam storm
2008,Flood,United States of America (the),39.63,-119.2,2,united states of america (the) flood
2008,Storm,United States of America (the),39.82,-92.33,7,united states of america (the) storm
2008,Earthquake,Japan,39.03,140.881,23,japan earthquake
2008,Earthquake,Japan,39.802,141.464,1,japan earthquake
2008,Flood,Kenya,0.05,35.12,17,kenya flood
2008,Flood,Sri Lanka,7.18,80.77,25,sri lanka flood
2008,Flood,Sri Lanka,7.83,80.82,8,sri lanka flood
2008,Flood,Malaysia,4.94,101.8,0,malaysia flood
2008,Flood,Nicaragua,12,-86.37,13,nicaragua flood
2008,Earthquake,Pakistan,30.639,67.351,166,pakistan earthquake
2008,Flood,Peru,-10.11,-73.01,40,peru flood
2008,Flood,Philippines (the),11.64,125.22,63,philippines (the) flood
2008,Flood,Venezuela (Bolivarian Republic of),9.77,-66.4,8,venezuela (bolivarian republic of) flood
2008,Flood,Viet Nam,14.9,107.46,29,viet nam flood
2008,Flood,Viet Nam,20.74,106.32,99,viet nam flood
2008,Flood,United States of America (the),36.23,-89.15,18,united states of america (the) flood
2008,Flood,Italy,41.83,13.16,3,italy flood
2008,Flood,Rwanda,-1.72,29.89,0,rwanda flood
2008,Storm,Madagascar,-18.69,46.9,93,madagascar storm
2008,Storm,Thailand,17.31,103.66,0,thailand storm
2008,Storm,United States of America (the),35.05,-90.45,82,united states of america (the) storm
2008,Storm,Viet Nam,15.7,107.71,17,viet nam storm
2008,Flood,Yemen,15.54,49.78,90,yemen flood
2008,Flood,India,10.76,78.72,37,india flood
2008,Earthquake,Iran (Islamic Republic of),33.86,48.59,0,iran (islamic republic of) earthquake
2008,Earthquake,Iran (Islamic Republic of),26.743,55.828,6,iran (islamic republic of) earthquake
2008,Flood,Iran (Islamic Republic of),53.26,-1.8,19,iran (islamic republic of) flood
2008,Flood,Iran (Islamic Republic of),39.24,44.69,3,iran (islamic republic of) flood
2008,Flood,Iraq,36.16,45.11,4,iraq flood
2008,Flood,Japan,35.88,136.38,5,japan flood
2008,Flood,Kazakhstan,42.3,68.55,1,kazakhstan flood
2008,Flood,Kenya,4,41.9,3,kenya flood
2008,Flood,Kenya,-3.38,38.17,0,kenya flood
2008,Flood,Kenya,-1.57,40.12,16,kenya flood
2008,Flood,Kenya,2.83,37.67,2,kenya flood
2008,Earthquake,Kyrgyzstan,40.288,72.985,0,kyrgyzstan earthquake
2008,Earthquake,Kyrgyzstan,39.533,73.824,74,kyrgyzstan earthquake
2008,Flood,Sri Lanka,8.57,80.8,15,sri lanka flood
2008,Flood,Morocco,33.73,-4.77,30,morocco flood
2008,Flood,Morocco,32.11,-7.11,9,morocco flood
2008,Flood,Mozambique,-22.92,34.03,25,mozambique flood
2008,Flood,Malaysia,6.64,101.1,0,malaysia flood
2008,Flood,Namibia,-17.05,17.26,42,namibia flood
2008,Flood,Pakistan,33.92,71.7,36,pakistan flood
2008,Flood,Pakistan,30.74,72.63,37,pakistan flood
2008,Flood,Philippines (the),17.95,147.03,10,philippines (the) flood
2008,Flood,Philippines (the),17.2,121.8,29,philippines (the) flood
2008,Earthquake,Russian Federation (the),43.372,46.254,13,russian federation (the) earthquake
2008,Earthquake,Rwanda,-2.296,28.9,36,rwanda earthquake
2008,Flood,Somalia,1.25,43.5,0,somalia flood
2008,Flood,Suriname,8.25,-64.88,2,suriname flood
2008,Flood,Chad,9.233,18.35,0,chad flood
2008,Flood,Thailand,7.55,100.1,21,thailand flood
2008,Flood,Thailand,6.64,101.1,0,thailand flood
2008,Flood,"Tanzania, United Republic of",-3.38,38.17,1,"tanzania, united republic of flood"
2008,Earthquake,United States of America (the),41.1444,-114.8721,0,united states of america (the) earthquake
2008,Flood,United States of America (the),42.84,-123.77,0,united states of america (the) flood
2008,Flood,Viet Nam,12.14,107.83,4,viet nam flood
2008,Flood,Viet Nam,18.89,107.06,9,viet nam flood
2009,Earthquake,Italy,42.334,13.334,295,italy earthquake
2009,Flood,Solomon Islands,-8.14,-158.66,21,solomon islands flood
2009,Flood,Tajikistan,38.51,71.29,21,tajikistan flood
2009,Flood,United States of America (the),37.66,-81.28,0,united states of america (the) flood
2009,Flood,Morocco,32.65,-6.16,24,morocco flood
2009,Storm,Madagascar,-17.69,46.42,12,madagascar storm
2009,Flood,Romania,47.61,24.93,11,romania flood
2009,Flood,United States of America (the),48.25,-97.03,2,united states of america (the) flood
2009,Flood,United States of America (the),30.84,-85.23,0,united states of america (the) flood
2007,Flood,Congo (the Democratic Republic of the),-4.37,15.38,32,congo (the democratic republic of the) flood
2007,Flood,Montenegro,42.46,20.8,0,montenegro flood
2007,Flood,Zimbabwe,-16.66,31.24,3,zimbabwe flood
2007,Flood,South Africa,-34.09,19.58,0,south africa flood
2007,Flood,Zambia,-15.94,27.77,10,zambia flood
2007,Flood,Zimbabwe,-20.78,31.24,24,zimbabwe flood
2007,Flood,Serbia,42.76,20.8,0,serbia flood
2008,Flood,South Africa,-29.67,31.09,11,south africa flood
2008,Earthquake,Congo (the Democratic Republic of the),-2.296,28.9,11,congo (the democratic republic of the) earthquake
2008,Flood,South Sudan,9.24,29.66,17,south sudan flood
2009,Earthquake,Indonesia,-8.207,118.631,1195,indonesia earthquake
2009,Landslide,Brazil,-22.98,-44.07,74,brazil landslide
2009,Flood,Bangladesh,25.26,89.09,6,bangladesh flood
2009,Flood,Brazil,-22.54,-43.12,3,brazil flood
2009,Flood,China,25.31,112.71,90,china flood
2009,Flood,China,26.62,105.15,12,china flood
2009,Flood,China,30.86,101.18,20,china flood
2009,Earthquake,Indonesia,-7.782,107.297,128,indonesia earthquake
2009,Flood,India,11.47,77.85,70,india flood
2009,Earthquake,American Samoa,-15.489,-172.095,34,american samoa earthquake
2009,Flood,Ghana,5.73,-0.1,16,ghana flood
2009,Flood,South Africa,-29.41,30.82,3,south africa flood
2009,Flood,Zambia,-18.76,24.23,31,zambia flood
2009,Earthquake,Albania,41.483,20.388,0,albania earthquake
2009,Flood,Argentina,-32.99,-59.05,7,argentina flood
2009,Flood,Australia,-31.17,151.75,0,australia flood
2009,Flood,Austria,47.4,15.71,0,austria flood
2009,Flood,Bosnia and Herzegovina,44.87,17.48,0,bosnia and herzegovina flood
2009,Flood,Brazil,56.4778,31.26,11,brazil flood
2009,Earthquake,Bhutan,-15.489,-172.095,11,bhutan earthquake
2009,Earthquake,China,25.632,101.095,1,china earthquake
2009,Flood,China,26.85,110.28,11,china flood
2009,Flood,United Kingdom of Great Britain and Northern Ireland (the),54,-1.66,3,united kingdom of great britain and northern ireland (the) flood
2009,Earthquake,Georgia,42.66,43.443,0,georgia earthquake
2009,Flood,Ghana,8.85,-0.99,24,ghana flood
2009,Earthquake,Indonesia,-0.72,99.867,2,indonesia earthquake
2009,Flood,India,15.71,78.23,355,india flood
2009,Earthquake,Iran (Islamic Republic of),27.334,56.202,0,iran (islamic republic of) earthquake
2010,Earthquake,Afghanistan,35.633,67.658,11,afghanistan earthquake
2010,Flood,Afghanistan,35.21,68.85,65,afghanistan flood
2010,Flood,Australia,-38.07,143.32,0,australia flood
2010,Flood,Belgium,50.85,4.35,3,belgium flood
2010,Flood,Brazil,-22.44,-43.33,256,brazil flood
2010,Earthquake,China,25.558,105.804,8,china earthquake
2010,Flood,Costa Rica,9.074,-83.31,24,costa rica flood
2010,Flood,France,43.5,6.6,25,france flood
2010,Flood,Haiti,18.42,73.77,27,haiti flood
2010,Earthquake,Indonesia,-2.174,136.543,17,indonesia earthquake
2010,Flood,Indonesia,-1.22,132.81,291,indonesia flood
2010,Flood,Indonesia,-2.14,114.97,21,indonesia flood
2010,Flood,India,33.53,76.12,196,india flood
2010,Flood,India,26.73,82.84,200,india flood
2010,Earthquake,Chile,-36.122,-72.898,562,chile earthquake
2010,Earthquake,Indonesia,-3.487,100.082,530,indonesia earthquake
2010,Flood,Burkina Faso,12.94,-1.39,16,burkina faso flood
2010,Flood,Spain,37.811,-5.87,2,spain flood
2010,Storm,Haiti,20.48,-75.88,21,haiti storm
2010,Volcanic activity,Iceland,63.62959,-19.64,0,iceland volcanic activity
2010,Flood,Afghanistan,34.38,62.25,70,afghanistan flood
2010,Flood,Angola,-16.11,17.25,7,angola flood
2010,Flood,Australia,-32.42,149.59,0,australia flood
2010,Flood,Australia,-26.21,147.95,0,australia flood
2010,Flood,Australia,-29.83,147.38,0,australia flood
2010,Flood,Australia,-24.77,147.63,35,australia flood
2010,Flood,Bangladesh,24.21,91.03,15,bangladesh flood
2010,Flood,Bolivia (Plurinational State of),-17.83,-63.6,26,bolivia (plurinational state of) flood
2010,Earthquake,China,30.268,105.668,1,china earthquake
2010,Earthquake,China,25.523,101.903,0,china earthquake
2010,Earthquake,China,33.165,96.548,2968,china earthquake
2010,Earthquake,China,27.197,103.005,0,china earthquake
2010,Flood,Colombia,4.113,-72.96,418,colombia flood
2010,Flood,Dominican Republic (the),19.63,-70.56,1,dominican republic (the) flood
2010,Flood,Dominican Republic (the),19.25,-70.39,6,dominican republic (the) flood
2010,Volcanic activity,Ecuador,-1.467,-78.442,0,ecuador volcanic activity
2010,Flood,Egypt,28.08,31.09,12,egypt flood
2010,Flood,Greece,40.106,21.46,1,greece flood
2010,Volcanic activity,Guatemala,14.381,-90.601,0,guatemala volcanic activity
2010,Earthquake,Haiti,18.443,-72.571,222570,haiti earthquake
2010,Volcanic activity,Indonesia,3.17,98.392,1,indonesia volcanic activity
2010,Flood,Indonesia,-8.672,121.6,16,indonesia flood
2010,Flood,India,30.18,74.77,53,india flood
2010,Flood,India,15.22,79.48,27,india flood
2010,Flood,India,26.235,92.25,0,india flood
2010,Flood,India,25.965,76.05,0,india flood
2010,Flood,India,9.88,78.47,203,india flood
2010,Earthquake,Iran (Islamic Republic of),32.45,48.3,0,iran (islamic republic of) earthquake
2010,Earthquake,Iran (Islamic Republic of),35.221,59.317,0,iran (islamic republic of) earthquake
2010,Earthquake,Iran (Islamic Republic of),27.022,53.861,1,iran (islamic republic of) earthquake
2010,Earthquake,Iran (Islamic Republic of),33.37,48.94,0,iran (islamic republic of) earthquake
2010,Earthquake,Iran (Islamic Republic of),28.412,59.18,7,iran (islamic republic of) earthquake
2010,Earthquake,Iran (Islamic Republic of),35.49,54.47,3,iran (islamic republic of) earthquake
2011,Flood,Bolivia (Plurinational State of),-16.4659,-65.6,52,bolivia (plurinational state of) flood
2011,Flood,Brazil,-23.783,-48.16,10,brazil flood
2011,Flood,Brazil,-28.28,-52.91,12,brazil flood
2011,Flood,Brazil,-8.65047,-38.11,15,brazil flood
2011,Flood,China,27.0633,108.11,6,china flood
2011,Flood,China,27.89,14.47,467,china flood
2011,Flood,Colombia,5.69,-74.15,138,colombia flood
2011,Earthquake,India,27.73,88.155,112,india earthquake
2011,Earthquake,Indonesia,38.297,142.373,1,indonesia earthquake
2011,Flood,Afghanistan,35.0754,63.99,25,afghanistan flood
2011,Volcanic activity,Argentina,-40.59,-72.12,0,argentina volcanic activity
2011,Flood,Australia,-18.939,122.73,0,australia flood
2011,Flood,Bangladesh,22.564,89.05,10,bangladesh flood
2011,Earthquake,Bhutan,27.73,88.155,1,bhutan earthquake
2011,Volcanic activity,Chile,-40.59,-72.12,0,chile volcanic activity
2011,Earthquake,China,24.693,97.943,0,china earthquake
2011,Earthquake,China,24.727,97.957,25,china earthquake
2011,Earthquake,China,20.687,99.822,0,china earthquake
2011,Earthquake,China,27.73,88.155,7,china earthquake
2011,Flood,Dominican Republic (the),18.59,-71.99,4,dominican republic (the) flood
2011,Earthquake,Spain,37.699,-1.672,10,spain earthquake
2011,Flood,Ghana,7.8439,-0.45,6,ghana flood
2011,Flood,Indonesia,-6.8436,108.26,0,indonesia flood
2011,Flood,Indonesia,4.211,97.09,21,indonesia flood
2011,Flood,India,22.306,88.34,47,india flood
2009,Earthquake,Japan,34.743,138.264,1,japan earthquake
2009,Storm,Philippines (the),17.57,121.42,512,philippines (the) storm
2009,Storm,El Salvador,13.77,-89,275,el salvador storm
2009,Flood,Italy,38.11,15.73,35,italy flood
2009,Flood,Nicaragua,13.42,-88.64,0,nicaragua flood
2009,Flood,Nepal,29.81,80.76,87,nepal flood
2009,Flood,Nepal,28,85.71,30,nepal flood
2009,Flood,Peru,-12.99,-72.94,158,peru flood
2009,Flood,Sierra Leone,8.57,-12.73,103,sierra leone flood
2009,Flood,Turkey,41,40.04,7,turkey flood
2009,Landslide,Turkey,40.83,40.41,4,turkey landslide
2009,Flood,"Tanzania, United Republic of",-6.77,35.89,20,"tanzania, united republic of flood"
2009,Earthquake,Tonga,-15.489,-172.095,9,tonga earthquake
2009,Volcanic activity,Philippines (the),13.257,123.685,0,philippines (the) volcanic activity
2009,Flood,Lao People's Democratic Republic (the),17.83,104.79,10,lao people's democratic republic (the) flood
2009,Flood,Sri Lanka,7.07,79.94,0,sri lanka flood
2009,Flood,Sri Lanka,8.02,81.27,3,sri lanka flood
2009,Flood,Morocco,31.81,-6.78,5,morocco flood
2009,Flood,Mexico,19.5,-99.25,4,mexico flood
2009,Flood,Mexico,18.48,-91.05,0,mexico flood
2009,Flood,Mexico,16.45,-96.97,11,mexico flood
2009,Earthquake,Malawi,-9.948,33.878,1,malawi earthquake
2009,Earthquake,Malawi,-10.108,33.818,3,malawi earthquake
2009,Flood,Malaysia,5.74,100.96,0,malaysia flood
2009,Flood,Malaysia,4.99,102.36,0,malaysia flood
2009,Flood,Nigeria,12.26,5.68,0,nigeria flood
2009,Flood,Pakistan,33.92,72.25,36,pakistan flood
2009,Flood,Pakistan,24.99,67.19,52,pakistan flood
2009,Earthquake,Philippines (the),6.513,124.715,0,philippines (the) earthquake
2009,Flood,Paraguay,-25.1,-56.27,0,paraguay flood
2009,Flood,Saudi Arabia,40.23,21.24,161,saudi arabia flood
2009,Flood,Sudan (the),27.01,15.98,20,sudan (the) flood
2009,Flood,Senegal,15.58,-16.81,6,senegal flood
2009,Flood,Thailand,18.48,-91.05,15,thailand flood
2009,Flood,Turkey,41.09,38.95,40,turkey flood
2009,Flood,"Tanzania, United Republic of",-6.8,36.02,18,"tanzania, united republic of flood"
2009,Flood,Uruguay,-31.26,-56.48,1,uruguay flood
2009,Flood,Viet Nam,20.67,104.3,20,viet nam flood
2009,Flood,Viet Nam,15.19,108.02,17,viet nam flood
2010,Storm,Jamaica,18.19,-77.29,15,jamaica storm
2010,Earthquake,Solomon Islands,-8.783,157.354,0,solomon islands earthquake
2010,Flood,Portugal,32.76,-16.97,43,portugal flood
2010,Flood,Mexico,19.94,-99,41,mexico flood
2010,Flood,Kenya,0.01,34.5,94,kenya flood
2010,Flood,Nepal,28.35,84.78,12,nepal flood
2010,Flood,Panama,8.88,-78.59,13,panama flood
2010,Flood,Philippines (the),8.132,125.57,110,philippines (the) flood
2010,Flood,Philippines (the),17.71,121.8,16,philippines (the) flood
2010,Flood,Venezuela (Bolivarian Republic of),9.77,-66.93,41,venezuela (bolivarian republic of) flood
2010,Flood,Kazakhstan,45.08,79.21,44,kazakhstan flood
2010,Flood,Nigeria,12.78,4.5,40,nigeria flood
2010,Storm,Philippines (the),17.1,121.47,146,philippines (the) storm
2010,Storm,Taiwan (Province of China),22.429,120.7,2,taiwan (province of china) storm
2010,Storm,United States of America (the),36.07,-87.28,30,united states of america (the) storm
2010,Storm,United States of America (the),28.89,-97.06,8,united states of america (the) storm
2010,Flood,Morocco,9.77,-66.93,32,morocco flood
2010,Flood,Italy,45.13,11.14,0,italy flood
2010,Flood,Kenya,1.5,36,100,kenya flood
2010,Flood,Liberia,6.01,-7.2,1,liberia flood
2010,Flood,Sri Lanka,7.275,80.3,7,sri lanka flood
2010,Flood,Sri Lanka,6.83,80.59,28,sri lanka flood
2010,Flood,Moldova (the Republic of),46.82,27.97,1,moldova (the republic of) flood
2010,Earthquake,Mexico,32.2861667,-115.2953333,2,mexico earthquake
2010,Flood,Mozambique,-19.96,34.25,5,mozambique flood
2010,Flood,Mauritania,16.245,-7.65,0,mauritania flood
2010,Flood,Namibia,-18.69,23.23,8,namibia flood
2010,Flood,Niger (the),13.6,14,3,niger (the) flood
2010,Earthquake,New Zealand,-43.522,171.83,0,new zealand earthquake
2010,Flood,Pakistan,30.51,66.95,60,pakistan flood
2010,Flood,Pakistan,36.03,72.08,46,pakistan flood
2010,Flood,Panama,9.11,-82.64,0,panama flood
2010,Flood,Peru,-4.68,-78.29,20,peru flood
2010,Volcanic activity,Philippines (the),12.77,124.05,0,philippines (the) volcanic activity
2010,Flood,Philippines (the),6.78,125.3,27,philippines (the) flood
2010,Flood,Korea (the Democratic People's Republic of),39.59,125.71,0,korea (the democratic people's republic of) flood
2010,Flood,Korea (the Democratic People's Republic of),40.365,124.97,0,korea (the democratic people's republic of) flood
2010,Flood,Saudi Arabia,21.51,41.92,14,saudi arabia flood
2010,Flood,Saudi Arabia,20.61,41.17,10,saudi arabia flood
2010,Flood,Sudan (the),18.7,36.7,33,sudan (the) flood
2010,Flood,Somalia,9.2,45.49,0,somalia flood
2010,Flood,Chad,11.385,14.63,24,chad flood
2010,Flood,Thailand,15.03,102.2,258,thailand flood
2010,Earthquake,Tajikistan,38.245,71.467,0,tajikistan earthquake
2010,Earthquake,Turkey,38.864,39.986,51,turkey earthquake
2010,Earthquake,Taiwan (Province of China),22.918,120.795,0,taiwan (province of china) earthquake
2010,Flood,Ukraine,48.59,24.79,6,ukraine flood
2010,Earthquake,United States of America (the),40.652,-124.6925,0,united states of america (the) earthquake
2010,Flood,United States of America (the),39.48,-74.87,0,united states of america (the) flood
2010,Flood,United States of America (the),34.58,-95.1,20,united states of america (the) flood
2010,Flood,United States of America (the),38.8497,-120.73,0,united states of america (the) flood
2010,Flood,Viet Nam,12.52,108.9,31,viet nam flood
2010,Flood,Viet Nam,15.1821,108.8,50,viet nam flood
2011,Flood,Philippines (the),125.091,259.63,16,philippines (the) flood
2011,Storm,Mexico,22.11,-98.75,22,mexico storm
2011,Earthquake,Japan,38.297,142.373,19846,japan earthquake
2011,Flood,Sri Lanka,7.60326,81.25,47,sri lanka flood
2011,Flood,Philippines (the),9.40044,125.78,23,philippines (the) flood
2011,Flood,Philippines (the),8.306,125.21,12,philippines (the) flood
2011,Flood,Thailand,8.666,99.28,64,thailand flood
2011,Flood,Thailand,17.038,102.82,813,thailand flood
2011,Storm,United States of America (the),40.186,-70.06,46,united states of america (the) storm
2011,Earthquake,Japan,38.276,141.588,2,japan earthquake
2011,Flood,Kazakhstan,51.448,53.67,2,kazakhstan flood
2011,Earthquake,Kyrgyzstan,40.081,71.41,0,kyrgyzstan earthquake
2011,Flood,Lao People's Democratic Republic (the),19.3801,101.56,14,lao people's democratic republic (the) flood
2011,Flood,Sri Lanka,8.513,80.53,18,sri lanka flood
2011,Flood,Lesotho,-29.5025,28.08,26,lesotho flood
2011,Earthquake,Myanmar,20.687,99.822,74,myanmar earthquake
2011,Flood,Malaysia,-4.05208,104.67,2,malaysia flood
2011,Flood,Namibia,-18.188,20.64,108,namibia flood
2011,Flood,Nigeria,12.5947,8.64,20,nigeria flood
2011,Flood,Nigeria,8.7372,4.47,120,nigeria flood
2011,Earthquake,Nepal,27.73,88.155,7,nepal earthquake
2011,Flood,Nepal,28.9081,82.28,15,nepal flood
2011,Earthquake,New Zealand,-43.583,172.68,181,new zealand earthquake
2011,Earthquake,Pakistan,28.777,63.951,2,pakistan earthquake
2011,Flood,Pakistan,25.012,69.07,509,pakistan flood
2011,Volcanic activity,Philippines (the),12.77,124.05,0,philippines (the) volcanic activity
2011,Flood,Philippines (the),7.39811,126.05,31,philippines (the) flood
2011,Flood,Philippines (the),124.865,7.1,11,philippines (the) flood
2011,Flood,Saudi Arabia,21.3521,39.94,11,saudi arabia flood
2011,Earthquake,Thailand,20.687,99.822,1,thailand earthquake
2011,Earthquake,Tajikistan,40.081,71.41,0,tajikistan earthquake
2011,Earthquake,Turkey,39.149,29.103,3,turkey earthquake
2011,Flood,United States of America (the),34.1,-90.83,1,united states of america (the) flood
2011,Earthquake,Uzbekistan,40.081,71.41,13,uzbekistan earthquake
2009,Earthquake,Samoa,-15.489,-172.095,148,samoa earthquake
2009,Flood,South Africa,-33.07,18.92,11,south africa flood
2010,Flood,Yemen,16.73,47.92,15,yemen flood
2010,Storm,Viet Nam,22.11,105.95,10,viet nam storm
2010,Flood,Yemen,14.03,44.31,7,yemen flood
2010,Earthquake,Serbia,43.76,20.73,2,serbia earthquake
2010,Flood,Serbia,44.47,21.14,0,serbia flood
2011,Earthquake,China,43.015,88.247,0,china earthquake
2011,Flood,Colombia,4.64,-73.94,135,colombia flood
2011,Volcanic activity,Indonesia,0.8,127.33,3,indonesia volcanic activity
2011,Flood,South Africa,-31.055,28.41,40,south africa flood
2011,Flood,Angola,-6.284,15.46,0,angola flood
2011,Flood,Brazil,-30.34,-52.64,3,brazil flood
2011,Earthquake,China,43.648,82.437,0,china earthquake
2011,Earthquake,China,39.955,77.028,0,china earthquake
2011,Flood,China,37.417,109.53,22,china flood
2011,Flood,Algeria,29.565,1.7,10,algeria flood
2011,Flood,Ghana,5.5847,-0.95,14,ghana flood
2011,Earthquake,Guatemala,14.186,-90.238,3,guatemala earthquake
2011,Earthquake,Indonesia,2.965,97.893,10,indonesia earthquake
2011,Volcanic activity,Indonesia,1.358333,124.79,0,indonesia volcanic activity
2011,Flood,Indonesia,-4.39,137.83,18,indonesia flood
2011,Flood,Indonesia,-7.379,110.24,10,indonesia flood
2011,Flood,India,20.651,86,239,india flood
2011,Flood,India,26.59,92.18,7,india flood
2011,Flood,India,26.376,86.24,204,india flood
2011,Flood,India,28.524,80.93,19,india flood
2012,Earthquake,Afghanistan,36.023,69.351,73,afghanistan earthquake
2012,Flood,Bangladesh,22.1723,92.1,139,bangladesh flood
2012,Flood,China,33.4553,106.94,91,china flood
2012,Flood,Ecuador,-0.5987,-79.5,29,ecuador flood
2012,Flood,Fiji,-17.784,178.08,10,fiji flood
2012,Flood,Georgia,42.0681,44.52,5,georgia flood
2012,Flood,Haiti,19.4433,-72.58,9,haiti flood
2012,Flood,India,26.5659,92.44,120,india flood
2012,Flood,India,30.1135,78.85,30,india flood
2012,Flood,India,31.3,76.85,45,india flood
2012,Flood,India,26.8,93.63,21,india flood
2012,Flood,Bulgaria,42.555,24.26,5,bulgaria flood
